id,subject,body,channel,district,complaint_history,label
G100351,Water quality complaint from residents,"Namaste, The drainage line has clearly mixed into the drinking water pipeline near Gandhi colony. Two children are on drips at the taluk hospital. People are still filling this water unaware. Police did visit once but this complaint is not about them. Hoping for quick action.",field_visit,Chandpur,escalated,water_supply|critical
G103866,Pipeline ubrst floodnig the street,"Namaskara sir, The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue. Everything is urgent for officials only when TV cameras come. Please treat this as top priority.",helpline_call,Kotehalli,first_time,water_supply|high
G101342,Medicines out of stock at government hospital,"Sir/Madam, The primary health centre in Sundarnagar has had no regular doctor since the rains started. A nurse handles everything and serious cases are told to travel 40 km. Please help us.",field_visit,Devgiri,repeat_complaint,healthcare|high
G104050,Dengue spreading in the bus stand circle,"Respected sir, The primary health centre in Sundarnagar has had no regular doctor since last week. A nurse handles everything and serious cases are told to travel 40 km. We are suffering a lot.",janata_darshan,Malligere,repeat_complaint,healthcare|high
G101665,Appeal to the war room,"Namaste, The pole outside our house sparks loudly and threw flames in last night's drizzle. The lineman says ""log a complaint"". One spark on the thatched roofs here and the whole row of houses will burn. Our ration shop works fine, this is a different matter. Kindly do the needful.",whatsapp,Chandpur,escalated,electricity|critical
G103531,"Borewell dry, tanker not coming",What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. Please treat this as top priority.,field_visit,Chandpur,first_time,water_supply|routine
G101151,Potholes on the main road of the lake road side,"Namaskara sir, The main road through Ashraya layout in Ambalpet is full of potholes for three dina now. Two-wheeler riders are falling daily and the panchayat office keeps saying the tender is pending. daya vittu sahaya madi us. Bega parihara madi, tumba urgent ide.",field_visit,Chandpur,repeat_complaint,roads_transport|high
G102832,Problem getting worse daily,"Hello, The government hospital pharmacy says BP and diabetes medicines are out of stock since last week. Poor patients are skipping doses because private prices are unaffordable. Dengue cases are rising in the lake road side but no fogging or larvae inspection has happened. Stagnant water everywhere after the rains. Please help us.",helpline_call,Rampura,repeat_complaint,healthcare|high
G102082,Police not registering our ocmplaint,"Hello, Our neighbour has openly threatened to burn our shop tonight over a land dispute, and the station is refusing to note it down, calling it a ""family matter"". If something happens tonight the responsibility is on record now. The men gathering near the college gate followed two girls to their homes yesterday shouting threats. Parents are keepnig daughters home from classes starting today. This needs police presence this evening, not next week. We are not asking about the pension, that is coming properly. This is very urgent.",facebook,Ambalpet,escalated,law_and_order|critical
G103097,Bridge condition near ward 11,"Sir namaskara, Ambulances refuse to enter our lane because of the condition of the stretch between the temple and MG layout. Yesterday an elderly patient had to be carried on a cot to the highway. Please take immediate action. Namma colony jana kayta iddare.",whatsapp,Devgiri,first_time,roads_transport|critical
G102781,Long pending issue,"Respected sir, There have been four chain-snatching incidents in Ashraya layout for three days now. Elderly women have stopped morning walks. Patrolling has not increased despite complaints. Last time they acted only after someone nearly died, must it come to that? The whole colony is waiting.",field_visit,Ambalpet,first_time,law_and_order|high
G103724,Ration card application pending for six months,"Hello, Our names were on the list at the local corporator last year, but this month the dealer asys our numbers no longer show in his machine. Ten families are affected in the lake road side. Hoping for quick action.",field_visit,Chandpur,first_time,welfare_schemes|high
G105662,Second tiem complaining,"Canal water never reaches the tail-end fields of ward 4. Upstream farms take everything and the outlet gates are broken. Our crop is drying while we watch. We are not asking about the pension, that is coming properly. Please treat this as top priority.",whatsapp,Rampura,first_time,agriculture_irrigation|high
G106514,Crop insurance claim not settled since last week,Stray cattle damaged part of my paddy and the compensation process needs many documents and visist. Requesting a simpler camp-based process in our hobli. The MLA promised action no this before the elections but nothing happened. Hoping for quick action.,helpline_call,Rampura,first_time,agriculture_irrigation|routine
G103434,Problem getting worse daily,"Respected sir, The roof of the primary school in the bus stand circle leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requestign it before next monsoon. If nothing happens we will raise it in the gram sabha again. Please help us.",helpline_call,Devgiri,first_time,education|routine
G106314,Ambulance respnose time complaint,"Namaskara sir, The aspatre ward toilets are in bad condition and attendants are forced to go outside. Requesting maintenance staff be assigned. Eveyrthing is urgent for officials only when TV cameras come. Please take immediate action. Tumba tondare aagide, bega action togoli.",janata_darshan,Rampura,repeat_complaint,healthcare|routine
G103592,Power cuts of 6+ hours daily in Rampura,"Namaste, Low-hanging live wires near ward 7 are at head height after the storm. A buffalo was electrocuted yesterday evening; children walk under the same line to school every morning. Street lights in MG layout have not been working since the festival. We request replacement of the fused lights before the festival season.",whatsapp,Rampura,repeat_complaint,electricity|critical
G100562,Appeal to the war room,"Namaste, We applied for a new ration card after our family split and the application has been pending for over two months. Requesting status and the pending document list, if any. Please treat this as top priority.",janata_darshan,Sundarnagar,first_time,welfare_schemes|routine
G101868,School building condition worrying parents,"A big chunk of the classroom ceiling in the ward 4 primary school fell during class hours yesterday, missing the bachche by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. Last time they acted only after someone nearly died, must it come to that? Hoping for quick action.",field_visit,Sundarnagar,escalated,education|critical
G105180,Dengue spraeding in Gandhi oclony,"Dear team, The government hospital pharmacy says BP and diabtees medicines are out of stock since last week. Poor patients are skipping doses because private prices are unaffordable. This has nothing to do with the school, the children are managing. Hoping for quick action.",janata_darshan,Sundarnagar,escalated,healthcare|high
G100746,Old-age pension stopped without reason,"Sir namaskara, The ration for our lane's twelve labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several mane. Old people are eating one meal a day. This cannot wait for the next camp. Kindly do the needful. Tumba tondare aagide, bega action togoli.",facebook,Rampura,escalated,welfare_schemes|critical
G100947,Housing scheme installment not released,"The second installment of the housing scheme has not been released though the walls are complete and photos were uploaded. The half-built ghar is soaking in rain and the family is in a rented shed. pani supply here is otherwise okay, that is not the samasya. Kindly do the needful. Kripya dhyan dijiye, bahut urgent hai.",helpline_call,Krishnapura,repeat_complaint,welfare_schemes|high
G106545,No drinking water in ward 4 for three days now,"Namaste, Our colony in Kotehalli has not received drinking water for three days now. Women are walking to the next village to fetch water while the taluk office gives new dates every week. People say the hospital got new equipment, but our issue remains. We are suffering a lot.",facebook,Chandpur,escalated,water_supply|high
G102405,No respnose from officials,The hosptial ward toilets are in bad condition and attendants are forced to go outside. Requesting maintenance staff be assigned. Kindly do the needful.,janata_darshan,Krishnapura,first_time,healthcare|routine
G106426,Nobody is listening to us,We request shifting of the electric pole standing in the middle of the approach road to Ashraya layout. It was to be moved during the road widening but was left as is.,janata_darshan,Kotehalli,repeat_complaint,electricity|routine
G102966,Dangerous wires near houses,"Sir/Madam, Our flour mill and the tailor shops in ward 7 sit idle half the day because supply comes and goes without any schedule. Diesel for the generator is eating all profit. Hoping for quick action.",facebook,Rampura,repeat_complaint,electricity|high
G100510,Power cuts of 6+ hours daily in Devgiri,"Street lights in Gandhi colony have not been working for three days now. We request replacement of the fused lights before the festival season. This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. People say the hospital got new equipment, but our issue remains. Please take immediate action.",facebook,Sundarnagar,escalated,electricity|routine
G103761,Safety of girls near the college gate,"Sir/Madam, An illegal liquor outlet operates openly near the school in the weavers’ colony. Drunk men sit along the road children take. Written complaints have changed nothing. If nothing happens we will raise it in the gram sabha again. Unlike the power cuts which stopped, this issue continues. We are suffering a lot.",facebook,Kotehalli,repeat_complaint,law_and_order|high
G100091,"Footpath encroached, pedestrians on the road","Dear team, Ambulances refuse to enter our lane because of the condition of the stretch between the temple and ward 7. Yesterday an elderly patient had to be carried on a cot to the highway. There is no proper bus connectivity from Chandpur to the taluk centre. Students and wokrers wait an hour for one overcrowded private vehicle. Many of us voted with a lot of hope last time.",janata_darshan,Rampura,repeat_complaint,roads_transport|critical
G102341,No drinking water in ward 11 since last week,"Hello, A main pipeline near the lake road side has been leaking since last week, water flowing on the road daily. Requesting repair before the summer scarcity months. What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. We are suffering a lot.",facebook,Chandpur,first_time,water_supply|routine
G102880,Ration card application pending since the festival,"Sir namaskara, The ration for our lane's twelve labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several houses. Old janaru are eating one meal a day. This cannot wait for the next camp. If nothing happens we will raise it in the gram sabha again. Please treat this as top priority.",janata_darshan,Krishnapura,repeat_complaint,welfare_schemes|critical
G103963,Power cuts of 6+ hours daily in Rampura,"Sir namaste, This month's bills are three to four times the usual amount for every ghar in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. This has nothing to do with the school, the bachche are managing. Please take immediate action. Bahut pareshani ho rahi hai, kripya jaldi karvai kijiye.",helpline_call,Devgiri,escalated,electricity|routine
G103721,Urgent problem ni our area,"Sanmanya sir, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitcehn and the supply quality. We are suffering a lot.",field_visit,Devgiri,first_time,education|routine
G102061,Maternity ward staffing at night,"Namaste, Pregnant women from Gandhi colony are being turned away at night because nobody senior is on duty. Two deliveries happened in autos on the way to the district centre this month. A tragedy is waiting. We are not asking about the pension, that is coming properly. Please help us.",helpline_call,Devgiri,repeat_complaint,healthcare|critical
G102375,No bus service to our village,"Every monsoon the same stretch in the bus stand circle becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. There is no proper bus connectivity from Rampura to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. This has nothing to do with the school, the children are managing. Please help us.",field_visit,Devgiri,first_time,roads_transport|high
G106226,School building condition worrying parents,"Sanmanya sir, The roof of the primary school in ward 7 leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. A big chunk of the classroom ceiling in the ward 4 primary school fell during class hours yesterday, missing the children by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. The rasthe in front was repaired last year so at least that is fine. Hoping for quick action.",field_visit,Rampura,first_time,education|routine
G101679,Potholes on the main road of Gandhi colony,"There is no proper bus connectivity from Rampura to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Ulnike the power cuts which stopped, this issue continues. Hum garib logon ki koi nahi sunta.",facebook,Krishnapura,repeat_complaint,roads_transport|routine
G106068,Water only once in 8 days,"Namaskar, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply scheudle for our layout. Unlike the bijli cuts which stopped, this issue continues. Kindly do the needful. Kripya dhyan dijiye, bahut urgent hai.",helpline_call,Chandpur,repeat_complaint,water_supply|routine
G103282,No toilets for girls at the high school,"Namaskara sir, Our village makkalu walk 5 km each way because the promised upgraded classes for 8th and 9th never started here. Requesting the upgrade be taken up this academic year. Many of us voted with a lot of hope last time. Daya vittu sahaya madi sir.",janata_darshan,Ambalpet,first_time,education|routine
G103109,Please help our colony,"Dear team, The X-ray machine at our taluk facliity has been under repair since yesterday, and the one technician comes twice a week. People wait from 6 am. Please sanction a permanent technician. The road ni front was repaired last year so at least that is fine. Many of us voted with a lot of hope last time. Kindly do the needful.",helpline_call,Ambalpet,escalated,healthcare|routine
G100626,Road dug up and left poen since the festival,"Respected sir, The main road through ward 7 in Chandpur is full of potholes since the rains started. Two-wheeler riders are falling daily and the municipal office keeps saying the tender is pending. There is no proper bus connectivity from Chandpur to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle.",helpline_call,Rampura,first_time,roads_transport|high
G100880,Ration card application pending for the past month,"I want to add my newborn daughter's name to our ration card and seed aadhaar for the scholarship. The portal keeps failing at the OTP step. Last time they acted only after someone nearly died, must it come to that? Please treat this as top priority.",field_visit,Rampura,repeat_complaint,welfare_schemes|routine
G102321,Kindly look into this,"Respected sir, The soil-testing van that was to visit Sundarnagar never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. Farmers of Rampura who lost their crop in the unseasonal rains have not received the insurance settlement for the past mnoth. The survey was done, photos taken, and then silence. Loan recovery notices have started coming. Police did visit once but this complaint is not about them. Hoping for quick action.",facebook,Chandpur,first_time,agriculture_irrigation|routine
G102235,Complaint from residents,"Respected sir, The main road through Ashraya layout in Ambalpet is full of potholes for six months. Two-wheeler riders are falling daily and the taluk office keeps saying the tender is pending.",helpline_call,Chandpur,first_time,roads_transport|high
G102977,Second time compalining,"Sir/Madam, A big chunk of the classroom ceiling in the Ashraya layout primary school fell during class hours yesterday, missing the children by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. Everything is urgent for officials only when TV cameras come. The whole colony is waiting.",field_visit,Chandpur,repeat_complaint,education|critical
G105522,Ration card application pending since last week,"Namaskar, Our names were on the list at the gram sevak last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in MG layout. Everything is urgent for officials only when TV cameras come. Please take immediate action. Kripya dhyan dijiye, bahut urgent hai.",helpline_call,Krishnapura,first_time,welfare_schemes|high
G103682,Widow pension rejected wrongly,"Dear team, Our names were on the list at the ward member last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in ward 11. We applied for a new ration card after our family split and the application has been pending for six months. Requesting status and the pending document list, if any. Police did visit once but this complaint is not about them. Please help us.",janata_darshan,Rampura,repeat_complaint,welfare_schemes|high
G101675,No toilets for girls at the high school,"Sir ji, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. Last time they acted only after someone nearly died, must it come to that? Our ration shop works fine, this is a different matter. Please treat this as top priority. Kripya dhyan dijiye, bahut urgent hai.",field_visit,Kotehalli,first_time,education|routine
G100547,Crop loss from stray cattle,"Sir namaste, My pumpset subsidy application with all documents has been moving between two offices since the festival. Kindly tell me where the file is and what remains. Many of us voted with a lot of hope last time. Hoping for quick action.",facebook,Kotehalli,first_time,agriculture_irrigation|routine
G103185,Power cuts of 6+ hours daily in Ambalpet,"Hello, We request shifting of the electric pole standing in the middle of the approach road to the bus stand circle. It was to be moved during the road widening but was left as is. Kindly do the needful.",facebook,Ambalpet,repeat_complaint,electricity|routine
G106162,No response from officials,"Sanmanya sir, I want to add my newborn daughter's name to our ration card and seed aadhaar for the scholarship. The portal keeps failing at the OTP step. water supply here is otherwise okay, that is not the problem. This is very urgent. Namma colony jana kayta iddare.",facebook,Krishnapura,escalated,welfare_schemes|routine
G103677,Dangerous wires near houses,Street lights in the old market area have not been working for the past month. We request replaecment of the fused lights before the festival season. We are suffering a lot.,field_visit,Krishnapura,escalated,electricity|routine
G103563,Teacher shortage at the government school,"Pranam sir, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. Kindly do the needful.",helpline_call,Rampura,repeat_complaint,education|high
G104137,No response from officials,"Sir ji, My pumpset subsidy application with all documents has been moving between two offices for over two months. Kindly tell me where the file is and what remains. The previous shikayat number I was given never got a response. If nothing happens we will raise it in the gram sabha again. Kindly do the needful.",facebook,Krishnapura,repeat_complaint,agriculture_irrigation|routine
G106142,No bus service to our village,"Dear team, There is no proper bus connectivity from Sundarnagar to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Hoping for quikc action.",facebook,Sundarnagar,repeat_complaint,roads_transport|routine
G105898,Illegal liquor sale near the school,"Namaste, After dark there is drinking and loud fights near the bus shelter in ward 11. We request a patrol round at night at least on weekends. An illegal liquor outlet operates openly near the school in ward 11. Drunk men sit along the road children take. Written complaints have changed nothing. The road in front was repaired last year so at least that is fine. This is very urgent.",janata_darshan,Malligere,escalated,law_and_order|routine
G101913,Medicines out of stock at government hospital,"Hello, The X-ray machine at our taluk facility has been under repair for three days now, and the one technician comes twice a week. People wait from 6 am. Please sanction a permanent technician. Many of us voted with a lot of hope last time. The MLA pormised action on this before the elections but nothing happened. Please escalate to higher officials.",janata_darshan,Krishnapura,first_time,healthcare|routine
G102835,No drinking water in ward 4 for three days now,"Pranam sir, The drainage line has clearly mixed into the drinking paani pipeline near Ashraya layout. Two bachche are on drips at the taluk aspatal. log are still filling this water unaware. Many of us voted with a lot of hope last time. This is very urgent. Kripya dhyan dijiye, bahut urgent hai.",facebook,Rampura,repeat_complaint,water_supply|critical
G102329,Problem getting worse daily,"Dear team, We request speed breakers near the school road in the weavers’ colony. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. The main road through the lake orad side in Malligere is full of potholes since yesterday. Two-wheeler riders are falling daily and the wrad member keeps saying the tender is pending. This has nothing to do with the school, the children are managing. Please take immediate action.",helpline_call,Rampura,first_time,roads_transport|routine
G105779,Mid-day meal quality very poor,"Sir/Madam, The computer lab inaugurated with much fanfare has been locked for three days now because tehre is nobody to teach and no eelctricity connection for the machines. Police did visit once but this complaint is not about them.",helpline_call,Sundarnagar,repeat_complaint,education|routine
G103322,No drinking water in the weavers’ colony for over two months,"Sir/Madam, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. Many of us voted with a lot of hope last time. Please treat this as top priority.",whatsapp,Krishnapura,repeat_complaint,water_supply|routine
G102242,Problem getting worse daily,"I want to add my newborn daughter's name to our ration card and seed aadhaar for the scholarship. The portal keeps failing at the OTP step. Our names were on the list at the panchayat office last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in the weavers’ colony. The previous complaint number I was given never got a response. This is very urgent.",helpline_call,Sundarnagar,escalated,welfare_schemes|routine
G101835,Maternity ward staffing at night,"Sir namaskara, The aspatre ward toilets are in bad condition and attendants are forced to go outside. Requesting maintenance staff be assigned. We are not asking about the pension, that is coming properly. We are not asking about the pension, that is coming properly. Please treat this as top priority. Bega parihara madi, tumba urgent ide.",whatsapp,Chandpur,first_time,healthcare|routine
G100805,Appeal to teh war room,"Respected sir, Street lights ni Gandhi colony have not been working since last week. We request replacement of the fused lights before the festival season. Our ration shop works fine, this is a different matter. Hoping for quick action.",whatsapp,Sundarnagar,repeat_complaint,electricity|routine
G106319,Nobody is listening to us,"Namaskara sir, A trench dug for cable work near Ashraya layout has been left open without any barricade. Last ratri a two-wheeler rider fell in and is in hospital with head injuries. The next fall could kill someone. Police did visit once but this doora is not about them. The whole colony is waiting. Bega parihara madi, tumba urgent ide.",facebook,Malligere,repeat_complaint,roads_transport|critical
G102219,Power cuts of 6+ hours daily in Devgiri,"Low-hanging live wires near the bus stand circle are at head height after the storm. A buffalo was electrocuted yesterday evening; children walk under the same line to school every belagge. Our flour mill and the tailor shops in the weavers’ colony sit idle half the day because supply comes and goes without any schedule. Diesel for the generator is eating all profit. We are not asking about the pension, that is coming properly. The MLA promised action on this before the elections but nothing happened. Tumba tondare aagide, bega action togoli.",whatsapp,Ambalpet,repeat_complaint,electricity|critical
G102332,Power cuts of 6+ hours daily in Rampura,"Namaskar, Street lights in the weavers’ colony have not been working since last week. We request replacement of the fused lights before the festival season. Last time they acted only after someone nearly died, must it come to that? Last time they acted only after someone nearly died, must it come to that? We are suffering a lot. Jaldi se jaldi madad kijiye sir.",field_visit,Sundarnagar,repeat_complaint,electricity|routine
G102345,Water quality complaint from residents,"Pranam sir, The drainage line has clearly mixed into the drinking paani pipeline near ward 11. Two children are on drips at the taluk hospital. log are still filling this pani unaware. Jaldi se jaldi madad kijiye sir.",helpline_call,Chandpur,first_time,water_supply|critical
G100252,Bridge condition near Gandhi colony,"Hello, Streetside vendors and parked lorries have taken over the footpath near the bus stand circle. We request the authorities to clear the encroachment and mark parking properly. Many of us voted with a lot of hope last time. Please take immediate action.",facebook,Chandpur,first_time,roads_transport|routine
G101717,"Footpath encroached, pedestrians on the road",Streetside vendors and parked lorries have taken over the footpath near the weavers’ colony. We request the authorities to clear the encroachment and mark parking properly. There is no proper bus connectivity from Chandpur to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. The previous complaint number I was given never got a response. Please treat this as top priority.,facebook,Kotehalli,escalated,roads_transport|routine
G106027,No response from officials,"Sir/Madam, The ration for our lane's twelve labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several houses. Old people are eating one meal a day. This cannot wait for the next camp. Many of us voted with a lot of hope last time. Please treat this as top priority.",helpline_call,Sundarnagar,first_time,welfare_schemes|critical
G105141,"Footpath encroached, pedestrians on the road","Hello, Streteside vendors and parked lorries have taken over the footpath near MG layout. We request the authorities to clear the encroachment and mark parking properly. We are suffering a lot.",helpline_call,Kotehalli,first_time,roads_transport|routine
G106254,No response from officials,"Sanmanya sir, The water coming in our taps is brown and smells of sewage, and twelve janaru from the old market area including small makkalu are admitted with vomiting and loose motions since yesterday. Stop this supply immediately before more fall sick. Last time they acted only after someone nearly died, must it come to that? This is tumba urgent. Bega parihara madi, tumba urgent ide.",helpline_call,Rampura,repeat_complaint,water_supply|critical
G100854,School building condition worrying parents,The mid-day meal has become wateyr and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. The whole colony is waiting.,field_visit,Kotehalli,first_time,education|routine
G103736,Nobody is listening to us,"Namaskara sir, The X-ray machine at our taluk facility has been under repair for six months, and the one technician comes twice a week. janaru wait from 6 am. Please sanction a permanent technician. Please treat this as top priority. Daya vittu sahaya madi sir.",whatsapp,Sundarnagar,first_time,healthcare|routine
G100419,Illegal liquor sale near the cshool,"Namaste, After dark there is drinking and loud fights near the bus shelter in MG layout. We request a patrol round at night at least on weekends. The previous complaint number I was given never got a response. The previous complaint number I was given never got a response. Kindly do the needful.",janata_darshan,Devgiri,first_time,law_and_order|routine
G104591,Scholarship amount not credited to students,"Namaste, The computer lab inaugurated with much fanfare has been locked for three days now because there is nobody to teach and no electricity connection for the machines. The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. We are suffering a lot.",facebook,Rampura,first_time,education|routine
G103480,Long pending issue,"Respected sir, The government hospital pharmacy says BP and diabetes medicines are out of stock since yesterday. Poor patients are skipping doses because private prices are unaffordable. Hoping for quick action.",field_visit,Krishnapura,escalated,healthcare|high
G105336,Appeal to the war room,"Sir namaste, Every monsoon the same stretch in the bus stand circle becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. Unlike the bijli cuts which stopped, this issue continues. Hoping for quick action. Kripya dhyan dijiye, bahut urgent hai.",helpline_call,Krishnapura,repeat_complaint,roads_transport|high
G104566,Request for imemdiate action,"Hello, We request shifting of the electric pole standing in the middle of the approach road to the weavers’ colony. It was to be moved during the road widening but was left as is. The pole outside our house sparks loudly and threw flames in last night's drizzle. The lineman says ""log a complaint"". One spark on the thatched roofs here and the whole row of houses will burn. Police did visit once but this complaint is not about them. Our ration shop works fine, this is a different matter. Kindly do the needful.",facebook,Devgiri,first_time,electricity|routine
G102053,Dangerous wires near houses,"Namaskara sir, Street lights in ward 4 have not been working since last week. We request replacement of the fused lights before the festival season. We face unscheduled current cuts of 6 to 8 hours daily in Kotehalli since last week. Students cannot study for exams and small businesses running on machines are shutting for the day. Everything is urgent for officials only when TV cameras come. Our ration shop works fine, this is a different matter. Please take immediate action. Tumba tondare aagide, bega action togoli.",whatsapp,Chandpur,first_time,electricity|routine
G100442,"Borewell dry, tanker not coming","Hello, Our colony in Ambalpet has not received drinking water since yesterday. Women are walking to the next village to fetch water while the panchayat office gives new dates every week. Unlike the power cuts which stopped, this issue continues. Water supply here is otherwise okay, that is not the problem. Please treat this as top priority.",janata_darshan,Ambalpet,escalated,water_supply|high
G102240,Chain snatching incidents in the bus stand circle,"Dear team, The gambling den behind the market in Krishnapura runs till late and young boys from our colony have started going there. Requesting it be shut down. The men gathering near the college gate followed two girls to their homes yesterday shouting threats. Parents are keeping daughters home from classes starting today. This needs police presence this evening, not next week.",janata_darshan,Malligere,first_time,law_and_order|routine
G101578,No drinking water in ward 4 for three days now,"Respected sir, Our colony in Ambalpet has not received drinking water since the festival. Women are walking to the next village to fetch water while the gram sevak gives new dates every week. This is very urgent.",helpline_call,Rampura,first_time,water_supply|high
G103112,Street lights not worikng in MG layout,"Sanmanya sir, The transformer in the old market area burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness for three days now. The MLA promised action on this before the elections but nothing happened. We are suffering a lot. Daya vittu sahaya madi sir.",helpline_call,Sundarnagar,repeat_complaint,electricity|high
G104537,Housing scheme installment not released,"Namaskara sir, The ration for our lane's seven labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several mane. Old people are eating one meal a day. This cannot wait for the next camp. We applied for a new ration card after our family split and the application has been pending for over two months. Requesting status and the pending document list, if any. This has nothing to do with the school, the makkalu are managing. Please escalate to higher officials. Tumba tondare aagide, bega action togoli.",facebook,Malligere,first_time,welfare_schemes|critical
G104941,Complaint from residents,"Namaskara sir, Our halli makkalu walk 5 km each way because the promised upgraded classes for 8th and 9th never started here. Requesting the upgrade be taken up this academic year. The roof of the primary school in Ashraya layout leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. This is tumba urgent.",whatsapp,Rampura,first_time,education|routine
G103533,"Transformer burnt since the rains started, no replacement","Pranam sir, We face unscheduled power cuts of 6 to 8 hours daily in Rampura since the rains started. Students cannot study for exams and small businesses running on machines are shutting for the day. Many of us voted with a lot of hope last time. We are not asking about the pension, that is coming properly. Please take immediate action. Kripya dhyan dijiye, bahut urgent hai.",whatsapp,Chandpur,repeat_complaint,electricity|high
G102431,Please help our colony,"Hello, There have been five chain-snatching incidents in Gandhi colony for three days now. Elderly women have stopped morning walks. Patrolling has not increased despite complaints. If nothing happens we will raise it in the gram sabha again. The whole colony is waiting.",field_visit,Devgiri,first_time,law_and_order|high
G101886,"Borewell dry, tanekr not coming","Dear team, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. The previous complaint number I was given never got a response. Please take immediate action.",janata_darshan,Rampura,escalated,water_supply|routine
G103503,Street lights not working in ward 4,"Namaste, The pole outside our house sparks loudly and threw flames in last night's drizzle. The lineman says ""log a complaint"". One spark on the thatched roofs here and the whole row of houses will burn. The transformer in Gandhi colony burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness for over two months. Kindly do the needful.",janata_darshan,Chandpur,first_time,electricity|critical
G105795,Old-age pesnion stopped without reason,"We applied for a new ration card after our family split and the application has been pending since yesterday. Requesting status and the pending document list, if any. Kindly do the needful.",facebook,Sundarnagar,first_time,welfare_schemes|routine
G101551,Mid-day mael qulaity very poor,"Sir ji, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. The computer lab inaugurated with much fanfare has been locked for three din now because there is nobody to teach and no electricity connection for the machines. Please treat this as top priority. Hum garib logon ki koi nahi sunta.",janata_darshan,Kotehalli,first_time,education|high
G106718,Crop insurnace claim not settled since the rains started,"Sir namaste, The soil-testing van that was to visit Devgiri never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. log say the aspatal got new equipment, but our issue remains. We are suffering a lot. Hum garib logon ki koi nahi sunta.",helpline_call,Rampura,first_time,agriculture_irrigation|routine
G106540,Complaint from residents,"Sanmanya sir, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. Last time they acted only after someone nearly died, must it come to that? The whole colony is waiting.",whatsapp,Rampura,first_time,water_supply|routine
G101084,Maternity ward staffing at night,"The aspatal ward toilets are in bad condition and attendants are forced to go outside. Requesting maintenance staff be assigned. Last time they acted only after someone nearly died, must it come to that? Many of us voted with a lot of hope last time.",field_visit,Rampura,first_time,healthcare|routine
G102122,Nobody is listening to us,"What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revsie the supply schedule for our layout. water supply here is otherwise okay, that is not the tondare. Please treat this as top priority. Daya vittu sahaya madi sir.",field_visit,Malligere,first_time,water_supply|routine
G101960,Illegal liquor sale near the school,"We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. Our ration shop works fine, this is a different matter. Everything is urgent for officials only when TV cameras come.",helpline_call,Rampura,first_time,law_and_order|routine
G102388,"Borewell dry, tanker not coming","Respected sir, The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue. Police did visit once but this complaint is not about them. Please treat this as top priority.",facebook,Rampura,first_time,water_supply|high
